speaker_id,native_language,file_id,audio_path,reference,hypothesis,wer,total_errors,substitutions,deletions,insertions,critical_errors,high_impact_errors,medium_impact_errors,accent_features,error_details
ABA,Arabic,arctic_a0016,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0016.wav,There's Fort Churchill a rifle shot beyond the ridge asleep,"There is Fort Churchill, a rifle shot beyond the ridge asleep.",0.1,1,1,0,0,1,0,1,0,🟡 MED: 'there's' → 'there' (Incomplete word: 'there's' → 'there' (missing ending))
ABA,Arabic,arctic_a0017,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0017.wav,From that moment his friendship for Belize turns to hatred and jealousy,"From that moment, his friendship for plies turn us to Hittered and Jealousy.",0.25,3,3,0,0,1,0,1,2,🟡 MED: 'turns' → 'turn' (Incomplete word: 'turns' → 'turn' (missing ending)) | 🟢 LOW: 'belize' → 'plies' (Likely accent variation: 'belize' → 'plies' (understandable)) | 🟢 LOW: 'hatred' → 'hittered' (Likely accent variation: 'hatred' → 'hittered' (understandable))
ABA,Arabic,arctic_a0018,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0018.wav,There was a change now,there was a change in hell.,0.2,1,1,0,0,0,0,0,1,🟢 LOW: 'now' → 'in' (Likely accent variation: 'now' → 'in' (understandable))
ABA,Arabic,arctic_a0019,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances,"I followed the line of the proposed railroad, looking for chances.",0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0020,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0020.wav,Clubs and balls and cities grew to be only memories,clubs and poles and cities grow to be only memories.,0.2,2,2,0,0,0,0,0,2,🟢 LOW: 'balls' → 'poles' (Likely accent variation: 'balls' → 'poles' (understandable)) | 🟢 LOW: 'grew' → 'grow' (Likely accent variation: 'grew' → 'grow' (understandable))
ABA,Arabic,arctic_a0021,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0021.wav,It fairly clubbed me into recognizing it,It fairly clapped me into recognizing it.,0.14285714285714285,1,1,0,0,0,0,0,1,🟢 LOW: 'clubbed' → 'clapped' (Likely accent variation: 'clubbed' → 'clapped' (understandable))
ABA,Arabic,arctic_a0022,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition,Hardly where our plans made public before we were made by powerful opposition.,0.15384615384615385,2,2,0,0,0,0,0,2,🟢 LOW: 'were' → 'where' (Likely accent variation: 'were' → 'where' (understandable)) | 🟢 LOW: 'met' → 'made' (Likely accent variation: 'met' → 'made' (understandable))
ABA,Arabic,arctic_a0023,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of Canadian capital quickly organized and petitioned for the same privileges.,0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0024,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy,It was my reports from the north which chiefly induced people to buy.,0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0025,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0025.wav,I was about to do this when cooler judgment prevailed,I was about to do this when cooler judgment prevailed.,0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0026,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0026.wav,It occurred to me that there would have to be an accounting,It occurred to me that there would have to be an accounting.,0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0027,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor,"To my surprise, he began to show actual enthusiasm in my favor.",0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0028,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0028.wav,Robbery bribery fraud,"rubbery, priory, fruit.",1.0,3,3,0,0,0,0,0,3,🟢 LOW: 'robbery' → 'rubbery' (Likely accent variation: 'robbery' → 'rubbery' (understandable)) | 🟢 LOW: 'bribery' → 'priory' (Likely accent variation: 'bribery' → 'priory' (understandable)) | 🟢 LOW: 'fraud' → 'fruit' (Likely accent variation: 'fraud' → 'fruit' (understandable))
ABA,Arabic,arctic_a0029,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0029.wav,Their forces were already moving into the north country,their forces were already moving into the North's country.,0.1111111111111111,1,1,0,0,0,0,0,1,🟢 LOW: 'north' → 'north's' (Likely accent variation: 'north' → 'north's' (understandable))
ABA,Arabic,arctic_a0030,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0030.wav,I had faith in them,I had faith in them.,0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0031,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0031.wav,They were three hundred yards apart,They were 300 yards apart.,0.16666666666666666,1,1,0,0,0,0,0,1,🟢 LOW: 'three' → '300' (Likely accent variation: 'three' → '300' (understandable))
ABA,Arabic,arctic_a0032,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step,"Since then, some Maistras Force has been fighting us at every step.",0.08333333333333333,1,1,0,0,0,0,0,1,🟢 LOW: 'mysterious' → 'maistras' (Likely accent variation: 'mysterious' → 'maistras' (understandable))
ABA,Arabic,arctic_a0033,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0033.wav,He unfolded a long typewritten letter and handed it to Gregson,He unfolded a long tie-bretting letter and handed it to Gregson.,0.09090909090909091,1,1,0,0,0,0,0,1,🟢 LOW: 'typewritten' → 'tie' (Likely accent variation: 'typewritten' → 'tie' (understandable))
ABA,Arabic,arctic_a0034,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0034.wav,Men of Selden's stamp don't stop at women and children,"Men of seldom stand, don't stop at women and the children.",0.3,3,2,0,1,1,0,0,2,🟢 LOW: 'selden's' → 'seldom' (Likely accent variation: 'selden's' → 'seldom' (understandable)) | 🟢 LOW: 'stamp' → 'stand' (Likely accent variation: 'stamp' → 'stand' (understandable)) | ➕ INSERTED: 'the'
ABA,Arabic,arctic_a0035,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0035.wav,He stopped and Philip nodded at the horrified question in his eyes,He stopped and flipped nodded at the horrified question in his eyes.,0.08333333333333333,1,1,0,0,0,0,0,1,🟢 LOW: 'philip' → 'flipped' (Likely accent variation: 'philip' → 'flipped' (understandable))
ABA,Arabic,arctic_a0036,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0036.wav,She turned in at the hotel,She turned it in at the hotel.,0.16666666666666666,1,0,0,1,1,0,0,0,➕ INSERTED: 'it'
ABA,Arabic,arctic_a0037,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0037.wav,I was the only one who remained sitting,I was the only one who remained sitting.,0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0038,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0038.wav,We will have to watch our chances,We will have to watch our chances.,0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0039,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0039.wav,The ship should be in within a week or ten days,The ship should be in within a week or 10 days.,0.09090909090909091,1,1,0,0,0,0,0,1,🟢 LOW: 'ten' → '10' (Likely accent variation: 'ten' → '10' (understandable))
ABA,Arabic,arctic_a0040,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0040.wav,I suppose you wonder why she is coming up here,I suppose you wonder why she is coming up here.,0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0041,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell,"Meanwhile, I'll go out to play Spell.",0.125,1,1,0,0,0,0,0,1,🟢 LOW: 'breathe' → 'play' (Likely accent variation: 'breathe' → 'play' (understandable))
ABA,Arabic,arctic_a0042,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0042.wav,How could he explain his possession of the sketch,How could he explain his position over the sketch?,0.2222222222222222,2,2,0,0,0,0,0,2,🟢 LOW: 'possession' → 'position' (Likely accent variation: 'possession' → 'position' (understandable)) | 🟢 LOW: 'of' → 'over' (Likely accent variation: 'of' → 'over' (understandable))
ABA,Arabic,arctic_a0043,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0043.wav,It seemed nearer to him since he had seen and talked with Gregson,It seemed nearer to him since he had seen and talked with Correction.,0.07692307692307693,1,1,0,0,0,0,0,1,🟢 LOW: 'gregson' → 'correction' (Likely accent variation: 'gregson' → 'correction' (understandable))
ABA,Arabic,arctic_a0044,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0044.wav,Her own betrayal of herself was like a tonic to Philip,Her own betrayal of herself was like a tonic to flip.,0.09090909090909091,1,1,0,0,0,0,0,1,🟢 LOW: 'philip' → 'flip' (Likely accent variation: 'philip' → 'flip' (understandable))
ABA,Arabic,arctic_a0045,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0045.wav,He moved away as quietly as he had come,He moved away as quietly as he had come.,0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0046,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0046.wav,The girl faced him her eyes shining with sudden fear,"The girl faced him, her eyes shining with sudden fear.",0.0,0,0,0,0,0,0,0,0,No errors
ABA,Arabic,arctic_a0047,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0047.wav,Close beside him gleamed the white fangs of the wolf dog,"close beside him, glamed the white fangs of the wolf duck.",0.18181818181818182,2,2,0,0,0,0,0,2,🟢 LOW: 'gleamed' → 'glamed' (Likely accent variation: 'gleamed' → 'glamed' (understandable)) | 🟢 LOW: 'dog' → 'duck' (Likely accent variation: 'dog' → 'duck' (understandable))
ABA,Arabic,arctic_a0048,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0048.wav,He looked at the handkerchief more closely,He looked at the hand cursive more closely.,0.14285714285714285,1,1,0,0,1,0,1,0,🟡 MED: 'handkerchief' → 'hand' (Incomplete word: 'handkerchief' → 'hand' (missing ending))
ABA,Arabic,arctic_a0049,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0049.wav,Gregson was asleep when he reentered the cabin,Grickson was asleep when he re-entered the cabin.,0.25,2,2,0,0,1,0,1,1,🟡 MED: 'reentered' → 're' (Incomplete word: 'reentered' → 're' (missing ending)) | 🟢 LOW: 'gregson' → 'grickson' (Likely accent variation: 'gregson' → 'grickson' (understandable))
ABA,Arabic,arctic_a0050,/Users/camilomartinez/github/pronunciation-error-detection/l2arctic_release_v5/ABA/wav/arctic_a0050.wav,In spite of their absurdity the words affected Philip curiously,"In spite of their absurredity, the words affected flip curiously.",0.2,2,2,0,0,0,0,0,2,🟢 LOW: 'absurdity' → 'absurredity' (Likely accent variation: 'absurdity' → 'absurredity' (understandable)) | 🟢 LOW: 'philip' → 'flip' (Likely accent variation: 'philip' → 'flip' (understandable))
